Compound_Name,SMILES_PubChem,logKp(cm/h),logKp(cm/s),Ref,T_K,Anatomical_location,Diffusion_cell,Receptor_medium,can_SMILES
Diclofenac,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,-2.75,-6.31,110,305.15,Human Abdominal Skin/Stratum Corneum,Static,PBS,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl
Diethanolamine,N(CCO)CCO,-4.38,-7.94,3,305.15,Abdominal Human Skin,Static/Stirred,phosphate-buffered saline,OCCNCCO
Diethanolamine,N(CCO)CCO,-0.82,-4.38,15,305.15,Abdominal Human Skin,Flow,polychlorotrifluoroethylene,OCCNCCO
Diethyl Ether,CCOCC,-1.8,-5.36,3,305.15,Abdominal Human Skin,Static/Stirred,phosphate-buffered saline,CCOCC
Diethyl Ether,CCOCC,-1.79,-5.35,32,303.15,"Cadaver, Abdomen",Glass Diffusion Cell,Distilled water,CCOCC
Diethyl Maleate,CCOC(=O)/C=C\C(=O)OCC,-1.51,-5.07,26,305.15,Human Abdominal Skin,Static,PBS (pH 7.4) + 0.02% sodium azide,CCOC(=O)/C=C\C(=O)OCC
Diethyl Maleate,CCOC(=O)/C=C\C(=O)OCC,-1.59,-5.14,26,305.15,Human Abdominal Skin,Static,PBS (pH 7.4) + 0.02% sodium azide,CCOC(=O)/C=C\C(=O)OCC
Diethyl Phthalate,CCOC(=O)C1=CC=CC=C1C(=O)OCC,-4.94,-8.5,13,303.15,Abdomen,Static,50% aqueous ethanol,CCOC(=O)c1ccccc1C(=O)OCC
Diethyl Phthalate,CCOC(=O)C1=CC=CC=C1C(=O)OCC,-1.36,-4.92,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,CCOC(=O)c1ccccc1C(=O)OCC
Diethyl Phthalate,CCOC(=O)C1=CC=CC=C1C(=O)OCC,-1.69,-5.24,91,310.15,"Surgery, Breast",Static Franz Cell,"Hanks balanced salt solution with 50 mg/L of gentamicin sulfate, 0.32 g/L of sodium bicarbonate, 5.96 g/L of HEPES",CCOC(=O)c1ccccc1C(=O)OCC
Diethylamine,CCNCC,-2.75,-6.31,3,305.15,Abdominal Human Skin,Static/Stirred,phosphate-buffered saline,CCNCC
Diethylcarbamazine,CCN(CC)C(=O)N1CCN(CC1)C,-3.89,-7.45,1,305.15,Human Abdominal Skin,Static/Flow/Side-By-Side,phosphate-buffered saline/physiological saline,CCN(CC)C(=O)N1CCN(C)CC1
Diethylcarbamazine,CCN(CC)C(=O)N1CCN(CC1)C,-3.95,-7.51,2,303.15,Human Skin,Static/Stirred/Flow,saline solution/phosphate buffer/isotonic aqueous solution,CCN(CC)C(=O)N1CCN(C)CC1
Diethylcarbamazine,CCN(CC)C(=O)N1CCN(CC1)C,-2.59,-6.15,14,305.15,Human Abdominal Skin,Static,PBS/Saline,CCN(CC)C(=O)N1CCN(C)CC1
Diethylcarbamazine,CCN(CC)C(=O)N1CCN(CC1)C,-3.39,-6.95,109,305.15,Human Abdominal Skin,Static,PBS,CCN(CC)C(=O)N1CCN(C)CC1
Diethylene Glycol Mono butyl Ether Acetate,CCCCOCCOCCOC(=O)C,-4.22,-7.78,36,305.15,Abdomen,Static,0.9% Sodium Chloride Solution,CCCCOCCOCCOC(C)=O
Diethylene Glycol Mono N-Butyl Ether Acetate,CCCCOCCOCCOC(=O)C,0.07,-3.49,22,305.15,Full-Thickness Human Skin,Static/Stirred,0.9% NaCl,CCCCOCCOCCOC(C)=O
Diethylene Glycol Mono N-Butyl Ether Acetate,CCCCOCCOCCOC(=O)C,-3.49,-7.05,107,,Human Skin,,,CCCCOCCOCCOC(C)=O
Diethylene Glycol Monobutyl Ether,CCCCOCCOCCO,-3.51,-7.07,52,310.15,Cadaver,Franz Cell,Dulbecco PBS,CCCCOCCOCCO
Diethylene Glycol Monobutyl Ether,CCCCOCCOCCO,-2.17,-5.73,26,305.15,Human Abdominal Skin,Static,PBS (pH 7.4) + 0.02% sodium azide,CCCCOCCOCCO
Diethyleneglycol Butyl Ether,CCCCOCCOCCO,0.42,-3.14,15,305.15,Abdominal Human Skin,Flow,polychlorotrifluoroethylene,CCCCOCCOCCO
Digitoxin,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5CC[C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)C)C)C)O)O,-4.89,-8.45,1,305.15,Human Abdominal Skin,Static/Flow/Side-By-Side,phosphate-buffered saline/physiological saline,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O
Digitoxin,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5CC[C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)C)C)C)O)O,-4.59,-8.15,14,305.15,Human Abdominal Skin,Static,PBS/Saline,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O
Dihydrocodeine,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](CC4)O,-2.44,-6,14,305.15,Human Abdominal Skin,Static,PBS/Saline,COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@@]341
Dihydrocodeine,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](CC4)O,-2.63,-6.19,75,310.15,"Surgery, Abdomen",Static Franz Cell,PBS with sodium azide,COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@@]341
Dihydromorphine,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3[C@H](CC4)O,-4.17,-7.72,75,310.15,"Surgery, Abdomen",Static Franz Cell,PBS with sodium azide,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)CC[C@H]3[C@H]1C5
Dimethoate,CNC(=O)CSP(=S)(OC)OC,0.25,-3.31,18,305.15,Breast Human Skin,Static,aqueous solution,CNC(=O)CSP(=S)(OC)OC
Dimethyl Acetamide,CC(=O)N(C)C,-5.8,-9.36,50,305.15,Human Abdominal Skin,Static,PBS,CC(=O)N(C)C
Dimethyl Acetamide,CC(=O)N(C)C,-2.8,-6.36,3,305.15,Abdominal Human Skin,Static/Stirred,phosphate-buffered saline,CC(=O)N(C)C
Dimethyl Formamide,CN(C)C=O,-2.02,-5.58,47,305.15,Human Abdominal Skin,Static/Stirred,PBS/Saline,CN(C)C=O
Dimethyl Fumarate,COC(=O)/C=C/C(=O)OC,-0.1,-3.66,15,305.15,Abdominal Human Skin,Flow,polychlorotrifluoroethylene,COC(=O)/C=C/C(=O)OC
Dimethyl Phthalate,COC(=O)C1=CC=CC=C1C(=O)OC,0.4,-3.16,15,305.15,Abdominal Human Skin,Flow,polychlorotrifluoroethylene,COC(=O)c1ccccc1C(=O)OC
Dimethyl Phthalate,COC(=O)C1=CC=CC=C1C(=O)OC,-1.6,-5.15,26,305.15,Human Abdominal Skin,Static,PBS (pH 7.4) + 0.02% sodium azide,COC(=O)c1ccccc1C(=O)OC
Dimethyl Phthalate,COC(=O)C1=CC=CC=C1C(=O)OC,-1.65,-5.2,26,305.15,Human Abdominal Skin,Static,PBS (pH 7.4) + 0.02% sodium azide,COC(=O)c1ccccc1C(=O)OC
Dimethyl Phthalate,COC(=O)C1=CC=CC=C1C(=O)OC,-4.48,-8.04,13,303.15,Abdomen,Static,50% aqueous ethanol,COC(=O)c1ccccc1C(=O)OC
Dimethylethylamine,CCN(C)C,-2.24,-5.8,14,305.15,Human Abdominal Skin,Static,PBS/Saline,CCN(C)C
Dimethylethylamine,CCN(C)C,-2.39,-5.95,107,,Human Skin,,,CCN(C)C
Dioxane,C1COCCO1,-3.45,-7.01,3,305.15,Abdominal Human Skin,Static/Stirred,phosphate-buffered saline,C1COCCO1
Dipropylene Glycol Methyl Ether,COCC(OCC(C)O)C,-4.09,-7.65,109,305.15,Human Abdominal Skin,Static,PBS,COCC(C)OCC(C)O
Dipropylene Glycol Mono Methyl Ether,COCC(C)OCC(C)O,-0.54,-4.1,22,305.15,Full-Thickness Human Skin,Static/Stirred,0.9% NaCl,COCC(C)OCC(C)O
Disodium Octaborate Tetrahydrate,B(=O)OB1OB2OB(OB(OB(O2)OB(O1)OB=O)[O-])[O-].O.O.O.O.[Na+].[Na+],-4.09,-7.65,78,,"Cadaver, Thigh",Flow Through Cell,PBS,O.O.O.O.O=BOB1OB(OB=O)OB2OB([O-])OB([O-])OB(O1)O2.[Na+].[Na+]
Dopamine,C1=CC(=C(C=C1CCN)O)O,-3.98,-7.54,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,NCCc1ccc(O)c(O)c1
Eh-Tbb,CCCCC(CC)COC(=O)C1=CC(=C(C(=C1Br)Br)Br)Br,-0.04,-3.6,21,305.15,Abdominal/Back/Breast Human Skin,Stirred,aqueous solution / phosphate buffer,CCCCC(CC)COC(=O)c1cc(Br)c(Br)c(Br)c1Br
Ephedrine,C[C@@H]([C@@H](C1=CC=CC=C1)O)NC,-2.22,-5.78,1,305.15,Human Abdominal Skin,Static/Flow/Side-By-Side,phosphate-buffered saline/physiological saline,CN[C@@H](C)[C@H](O)c1ccccc1
Ephedrine,C[C@@H]([C@@H](C1=CC=CC=C1)O)NC,-1.94,-5.5,14,305.15,Human Abdominal Skin,Static,PBS/Saline,CN[C@@H](C)[C@H](O)c1ccccc1
Epichlorohydrin,C1C(O1)CCl,-3.43,-6.99,3,305.15,Abdominal Human Skin,Static/Stirred,phosphate-buffered saline,ClCC1CO1
Epikote Yx4000,CC1=CC(=CC(=C1O)C)C2=CC(=C(C(=C2)C)O)C,-7.32,-10.88,31,,"Mammaplasty, Breast",Flow Through Cell,Hanks balanced salt solution,Cc1cc(-c2cc(C)c(O)c(C)c2)cc(C)c1O
Epikote Yx4000,CC1=CC(=CC(=C1O)C)C2=CC(=C(C(=C2)C)O)C,-7.33,-10.89,38,305.15,Breast,"Flow-
Through",Hanks’ balanced salt solution (HBSS) + 25 mM HEPES (pH 7.4) + 2.5% BSA + Gentamicin 50 µg/mL,Cc1cc(-c2cc(C)c(O)c(C)c2)cc(C)c1O
Estradiol,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,-3.52,-7.08,1,305.15,Human Abdominal Skin,Static/Flow/Side-By-Side,phosphate-buffered saline/physiological saline,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O
Estradiol,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,-2.28,-5.84,2,303.15,Human Skin,Static/Stirred/Flow,saline solution/phosphate buffer/isotonic aqueous solution,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O
Estradiol,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,-3.54,-7.1,4,305.15,Human Skin/Abdomen/Breast,Static/Stirred/Flow,buffered saline/ MEM,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O
Estradiol,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,-2.05,-5.61,14,305.15,Human Abdominal Skin,Static,PBS/Saline,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O
Estradiol,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,-2.48,-6.04,110,305.15,Human Abdominal Skin/Stratum Corneum,Static,PBS,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O
Estriol,C[C@]12CC[C@H]3[C@H]([C@@H]1C[C@H]([C@@H]2O)O)CCC4=C3C=CC(=C4)O,-4.4,-7.96,1,305.15,Human Abdominal Skin,Static/Flow/Side-By-Side,phosphate-buffered saline/physiological saline,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O
Estriol,C[C@]12CC[C@H]3[C@H]([C@@H]1C[C@H]([C@@H]2O)O)CCC4=C3C=CC(=C4)O,-4.39,-7.95,48,299.15,Human Cadaver Skin,Modified Pyrex Diffusion Chamber,aqueous penicillin-streptomycin solution,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O
Estrone,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)O,-2.44,-6,1,305.15,Human Abdominal Skin,Static/Flow/Side-By-Side,phosphate-buffered saline/physiological saline,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O
Estrone,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)O,-1.96,-5.52,14,305.15,Human Abdominal Skin,Static,PBS/Saline,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O
Ethacrynic Acid,CCC(=C)C(=O)C1=C(C(=C(C=C1)OCC(=O)O)Cl)Cl,-3.82,-7.38,40,,Human Abdominal Skin,Static,0.9% NaCl + 0.01% sodium azide + 6% polyoxyethylene (20) oleyl ether,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl
Ethanol,CCO,-3.1,-6.66,1,305.15,Human Abdominal Skin,Static/Flow/Side-By-Side,phosphate-buffered saline/physiological saline,CCO
Ethanol,CCO,-3,-6.56,2,303.15,Human Skin,Static/Stirred/Flow,saline solution/phosphate buffer/isotonic aqueous solution,CCO
Ethanol,CCO,-2.52,-6.08,14,305.15,Human Abdominal Skin,Static,PBS/Saline,CCO
Ethanol,CCO,-3.08,-6.64,110,305.15,Human Abdominal Skin/Stratum Corneum,Static,PBS,CCO
Ethanolamine,NCCO,-4.02,-7.58,50,305.15,Human Abdominal Skin,Static,PBS,NCCO
Ethanolamine,NCCO,-3.58,-7.14,73,,"Surgery, Abdomen",Other Type Of Diffusion Cell,NaCl solution,NCCO
Ethyl 3-Ethoxypropionate,CCOC(=O)CCOCC,-3.11,-6.67,52,303.15,Cadaver,Franz Cell,Dulbecco PBS,CCOCCC(=O)OCC
Ethyl Acrylate,C=CC(=O)OCC,-2.39,-5.95,3,305.15,Abdominal Human Skin,Static/Stirred,phosphate-buffered saline,C=CC(=O)OCC
Ethyl Benzene,CCc1ccccc1,-0.08,-3.64,1,305.15,Human Abdominal Skin,Static/Flow/Side-By-Side,phosphate-buffered saline/physiological saline,CCc1ccccc1
Ethyl Benzene,CCc1ccccc1,0.08,-3.48,110,305.15,Human Abdominal Skin/Stratum Corneum,Static,PBS,CCc1ccccc1
Ethyl Benzene,CCc1ccccc1,-1.15,-4.71,3,305.15,Abdominal Human Skin,Static/Stirred,phosphate-buffered saline,CCc1ccccc1
Ethyl Benzene,CCc1ccccc1,0.56,-3,14,305.15,Human Abdominal Skin,Static,PBS/Saline,CCc1ccccc1
Ethyl Ether,CCOCC,-1.8,-5.36,1,305.15,Human Abdominal Skin,Static/Flow/Side-By-Side,phosphate-buffered saline/physiological saline,CCOCC
Ethyl Ether,CCOCC,-2.8,-6.36,2,303.15,Human Skin,Static/Stirred/Flow,saline solution/phosphate buffer/isotonic aqueous solution,CCOCC
Ethyl Ether,CCOCC,-2.3,-5.86,110,305.15,Human Abdominal Skin/Stratum Corneum,Static,PBS,CCOCC
Ethyl Formate,CCOC=O,-3.01,-6.57,3,305.15,Abdominal Human Skin,Static/Stirred,phosphate-buffered saline,CCOC=O
Ethyl Nicotinate,CCOC(=O)c1ccncc1,-1.72,-5.28,14,305.15,Human Abdominal Skin,Static,PBS/Saline,CCOC(=O)c1ccncc1
Ethyl Nicotinate,CCOC(=O)c1ccncc1,-1.95,-5.51,107,,Human Skin,,,CCOC(=O)c1ccncc1
Ethyl P-Aminobenzoate,CCOC(=O)c1ccc(N)cc1,-1.71,-5.27,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,CCOC(=O)c1ccc(N)cc1
Ethyl P-Aminobenzoate,CCOC(=O)c1ccc(N)cc1,-1.7,-5.26,107,,Human Skin,,,CCOC(=O)c1ccc(N)cc1
Ethyl P-Aminobenzoate,CCOC(=O)c1ccc(N)cc1,-1.14,-4.7,97,305.15,"Surgery, Abdomen",Static Franz Cell,Diisopropyl fluorophosphate in PBS at a concentration of 2.7 uM/mL,CCOC(=O)c1ccc(N)cc1
Ethyl Paraben,CCOC(=O)c1ccc(O)cc1,-1.85,-5.41,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,CCOC(=O)c1ccc(O)cc1
Ethylamine,CCN,-3.09,-6.65,3,305.15,Abdominal Human Skin,Static/Stirred,phosphate-buffered saline,CCN
Ethylene Dichloride,ClCCCl,-2,-5.56,3,305.15,Abdominal Human Skin,Static/Stirred,phosphate-buffered saline,ClCCCl
Ethylene Glycol,OCCO,-4.07,-7.63,3,305.15,Abdominal Human Skin,Static/Stirred,phosphate-buffered saline,OCCO
Ethylene Glycol (Mono) N-Propyl Ether,CCCOCCO,-2.98,-6.54,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,CCCOCCO
Ethylene Glycol Mono Isopropyl Ether,CC(C)OCCO,-3.35,-6.91,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,CC(C)OCCO
Ethylene Glycol Mono Methyl Ether Acetate,COCCOC(=O)C,0.82,-2.74,22,305.15,Full-Thickness Human Skin,Static/Stirred,0.9% NaCl,COCCOC(C)=O
Ethylene Glycol Mono Propyl Ether,CCCOCCO,-2.78,-6.34,14,305.15,Human Abdominal Skin,Static,PBS/Saline,CCCOCCO
Ethylhexyl Acrylate,CCCCC(CC)COC(=O)C=C,1.88,-1.68,15,305.15,Abdominal Human Skin,Flow,polychlorotrifluoroethylene,C=CC(=O)OCC(CC)CCCC
Ethylhexyl Phthalate,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC,-1.52,-5.08,3,305.15,Abdominal Human Skin,Static/Stirred,phosphate-buffered saline,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC
Etodolac,CCC1=C2C(=CC=C1)C3=C(N2)C(OCC3)(CC)CC(=O)O,-1.92,-5.48,14,305.15,Human Abdominal Skin,Static,PBS/Saline,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3
Etodolac,CCC1=C2C(=CC=C1)C3=C(N2)C(OCC3)(CC)CC(=O)O,-2.12,-5.68,107,,Human Skin,,,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3
Etorphine,CCC[C@](C)([C@H]1C[C@@]23C=C[C@@]1([C@H]4[C@@]25CCN([C@@H]3CC6=C5C(=C(C=C6)O)O4)C)OC)O,-2.44,-6,1,305.15,Human Abdominal Skin,Static/Flow/Side-By-Side,phosphate-buffered saline/physiological saline,CCC[C@@](C)(O)[C@H]1C[C@@]23C=C[C@]1(OC)[C@@H]1Oc4c(O)ccc5c4[C@@]12CCN(C)[C@@H]3C5
Etorphine,CCC[C@](C)([C@H]1C[C@@]23C=C[C@@]1([C@H]4[C@@]25CCN([C@@H]3CC6=C5C(=C(C=C6)O)O4)C)OC)O,-2.2,-5.76,105,305.15,Human Abdominal Skin,Static,PBS,CCC[C@@](C)(O)[C@H]1C[C@@]23C=C[C@]1(OC)[C@@H]1Oc4c(O)ccc5c4[C@@]12CCN(C)[C@@H]3C5
Eugenol,COC1=C(C=CC(=C1)CC=C)O,1.09,-2.47,15,305.15,Abdominal Human Skin,Flow,polychlorotrifluoroethylene,C=CCc1ccc(O)c(OC)c1
Eugenol,COC1=C(C=CC(=C1)CC=C)O,-1.63,-5.18,26,305.15,Human Abdominal Skin,Static,PBS (pH 7.4) + 0.02% sodium azide,C=CCc1ccc(O)c(OC)c1
Eugenol,COC1=C(C=CC(=C1)CC=C)O,-1.56,-5.11,26,305.15,Human Abdominal Skin,Static,PBS (pH 7.4) + 0.02% sodium azide,C=CCc1ccc(O)c(OC)c1
Famotidine,C1=C(N=C(S1)N=C(N)N)CSCC/C(=N/S(=O)(=O)N)/N,-4.59,-8.15,14,305.15,Human Abdominal Skin,Static,PBS/Saline,NC(N)=Nc1nc(CSCC/C(N)=N/S(N)(=O)=O)cs1
Famotidine,C1=C(N=C(S1)N=C(N)N)CSCC/C(=N/S(=O)(=O)N)/N,-4.79,-8.35,107,,Human Skin,,,NC(N)=Nc1nc(CSCC/C(N)=N/S(N)(=O)=O)cs1
Fentanyl,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,-2.25,-5.81,1,305.15,Human Abdominal Skin,Static/Flow/Side-By-Side,phosphate-buffered saline/physiological saline,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1
Fentanyl,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,-2,-5.56,2,303.15,Human Skin,Static/Stirred/Flow,saline solution/phosphate buffer/isotonic aqueous solution,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1
Fentanyl,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,-2.52,-6.08,2,303.15,Human Skin,Static/Stirred/Flow,saline solution/phosphate buffer/isotonic aqueous solution,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1
Fentanyl,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,-3.89,-7.45,3,305.15,Abdominal Human Skin,Static/Stirred,phosphate-buffered saline,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1
Fentanyl,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,-2.02,-5.58,110,305.15,Human Abdominal Skin/Stratum Corneum,Static,PBS,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1
Fentanyl,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,-5.24,-8.8,72,,"Surgery, Abdomen",Other Type Of Diffusion Cell,PBS with sodium azide,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1
Fentanyl,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,-5.51,-9.07,72,,"Surgery, Abdomen",Other Type Of Diffusion Cell,PBS with sodium azide,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1
Fentanyl,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,-5.92,-9.48,72,,"Surgery, Abdomen",Other Type Of Diffusion Cell,PBS with sodium azide,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1
Flufenamic Acid,C1=CC=C(C(=C1)C(=O)O)NC2=CC=CC(=C2)C(F)(F)F,-2.88,-6.44,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1
Flufenamic Acid,C1=CC=C(C(=C1)C(=O)O)NC2=CC=CC(=C2)C(F)(F)F,-2.63,-6.19,107,,Human Skin,,,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1
Fluocinonide,CC(=O)OCC(=O)[C@@]12[C@@H](C[C@@H]3[C@@]1(C[C@@H]([C@]4([C@H]3C[C@@H](C5=CC(=O)C=C[C@@]54C)F)F)O)C)OC(O2)(C)C,-2.77,-6.33,1,305.15,Human Abdominal Skin,Static/Flow/Side-By-Side,phosphate-buffered saline/physiological saline,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C
Flurbiprofen,CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O,-1.16,-4.72,14,305.15,Human Abdominal Skin,Static,PBS/Saline,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1
Flurbiprofen,CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O,-1.77,-5.33,107,,Human Skin,,,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1
Flurbiprofen Glucoside,Not found in PubChem,-2.92,-6.48,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,
Flurbiprofen Mannoside,Not found in PubChem,-3.38,-6.94,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,
Formaldehyde,C=O,-2.65,-6.21,3,305.15,Abdominal Human Skin,Static/Stirred,phosphate-buffered saline,C=O
Formic Acid,C(=O)O,-3.52,-7.08,50,305.15,Human Abdominal Skin,Static,PBS,O=CO
"Fpl 57,787",Not found in PubChem,-4.15,-7.71,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,
Fumonisin B1,CCCC[C@@H](C)[C@H]([C@H](C[C@@H](C)C[C@@H](CCCC[C@H](C[C@@H]([C@H](C)N)O)O)O)OC(=O)C[C@@H](CC(=O)O)C(=O)O)OC(=O)C[C@@H](CC(=O)O)C(=O)O,-5.49,-9.05,100,305.15,"Surgery, Abdomen",Static Franz Cell,PBS with BSA,CCCC[C@@H](C)[C@@H](OC(=O)C[C@@H](CC(=O)O)C(=O)O)[C@H](C[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N)OC(=O)C[C@@H](CC(=O)O)C(=O)O
Gamma-Hbcdd,C1CC(C(CCC(C(CCC(C1Br)Br)Br)Br)Br)Br,-0.08,-3.64,21,305.15,Abdominal/Back/Breast Human Skin,Stirred,aqueous solution / phosphate buffer,BrC1CCC(Br)C(Br)CCC(Br)C(Br)CCC1Br
Geraniol,CC(C)=CCC/C(C)=C/CO,-1.4,-4.96,26,305.15,Human Abdominal Skin,Static,PBS (pH 7.4) + 0.02% sodium azide,CC(C)=CCC/C(C)=C/CO
Geraniol,CC(C)=CCC/C(C)=C/CO,-1.01,-4.57,26,305.15,Human Abdominal Skin,Static,PBS (pH 7.4) + 0.02% sodium azide,CC(C)=CCC/C(C)=C/CO
Geraniol (Pbs),CC(C)=CCC/C(C)=C/CO,1.96,-1.6,15,305.15,Abdominal Human Skin,Flow,polychlorotrifluoroethylene,CC(C)=CCC/C(C)=C/CO
Glyphosate,C(C(=O)O)NCP(=O)(O)O,-3.33,-6.89,101,310.15,Cadaver,Flow Through Cell,PBS,O=C(O)CNCP(=O)(O)O
